Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,2024-02-07,ITQ002400024,"3,295",23.9,43499127.0,"2,622","6,350,531",16.0,25364611.0,"117,410",,,,"198,024,759",13.0,"22,672",,5.0,"3,104,127",14.0,"19,414",,,"323,924",,0
Pasilyo,Pasilyo,SunKissed Lola,2022-10-28,AUBEC2225179,"3,301",23.9,219619875.0,"22,109","8,739,702",69.0,99634133.0,"478,880","629,683",71365682.0,"513,855,630",,4.0,"1,523",,,,,,,,"269,368",,0
Wasted Summers,Wasted Summers,juju<3,2023-07-12,QZNWT2328449,"3,307",23.9,145323071.0,"25,526","11,685,238",73.0,3663144.0,"87,691","272,260",104929528.0,"725,884,052","24,535",10.0,67,93,,,,,,"1,693","230,133",,0
Ruin,Ruin,USHER,2024-02-02,QZS7J2388470,"3,296",23.9,19485870.0,"2,963","10,829,291",,8261042.0,"139,661",,,,"85,979,923",38.0,"37,311",155,4.0,"98,287",32.0,"3,504,611",728,"306,630","330,495",,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,2015-01-06,MXF011400582,"3,310",23.9,657268053.0,"85,246","30,225,538",74.0,1022323850.0,"6,592,447","1,278,026",307053317.0,"2,833,651,298","13,674,137",62.0,"7,945",63,39.0,"1,228,654",62.0,"24,982,305","20,136",,,,0
RATATATA,RATATATA,BABYMETAL,2024-05-23,GBDHC2549601,"3,289",23.9,12875105.0,"2,081","11,902,188",73.0,1913446.0,"61,995",,,,"27,144,919",8.0,112,,8.0,"394,285",13.0,"96,725",87,,"19,323",,0
Seasons,Seasons,Thirty Seconds To Mars,2023-08-15,USC4R2228396,"3,311",23.9,21188649.0,"3,940","2,622,151",53.0,3560845.0,"38,522","7,977",1643924.0,"34,908,043","13,637,534",22.0,"131,214",114,14.0,"68,273",13.0,"3,379,301",492,,"518,264",,0
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2019-04-25,NLM5S1900528,"3,314",23.9,650003788.0,"101,864","28,028,039",66.0,81796283.0,"973,317","1,827,953",140205934.0,"1,556,374,953","228,229,299",119.0,"2,151",,71.0,"1,362,975",18.0,"18,664,339","11,955","5,522,362","2,791,949",,0
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,2022-11-04,USHR12244835,"3,313",23.9,92384851.0,"21,304","1,941,527",59.0,170892300.0,"978,438","41,600",33841573.0,"326,613,325",,9.0,194,28,1.0,33,,,,"1,168,388","1,926,994",,0
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,2021-03-04,QM4TX2108898,"3,309",23.9,206311125.0,"38,601","7,092,659",62.0,452730002.0,"3,243,360",,,,"108,084,173",10.0,204,6,5.0,"33,769",8.0,,,,"266,387",,0
Someone To You,Someone to You,BANNERS,2017-06-09,USUM71705215,"3,312",23.9,840041803.0,"147,478","46,983,313",70.0,219305472.0,"2,631,856","479,639",177285316.0,"1,133,729,550","38,730",69.0,"166,006",50,22.0,"154,103",16.0,"15,118,341","19,027",,"5,463,138",,0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,2019-11-15,USWD11994671,"3,299",23.9,261261513.0,"22,264","11,996,134",62.0,636887969.0,"3,145,041","12,708",11647515.0,"85,253,285","49,066,773",28.0,996,,2.0,"12,065",8.0,"60,854,875","89,227",,"271,492",,0
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,2023-08-22,USAT22307525,"3,293",23.9,57146959.0,"26,832","6,612,892",58.0,10407451.0,"123,510",,1083.0,"16,954","567,550",31.0,"5,236",,12.0,"294,513",20.0,"1,096,378",165,"1,400,804","276,612",,0
Winners In Paris,Winners In Paris,Sleepy Hallow,2024-05-08,USRC12401281,"3,308",23.9,9889717.0,"1,826","25,270,438",,,,,,,,15.0,25,16,13.0,"357,335",16.0,"346,143",215,"988,798","25,938",,0
In Your Love,In Your Love,Tyler Childers,2023-07-27,USRC12300844,"3,305",23.9,86069322.0,"17,650","15,787,518",60.0,15451799.0,"202,322","27,450",10266486.0,"101,213,993","151,406,536",25.0,"34,979",23,4.0,"32,137",69.0,"23,037,029","5,746",,"287,728",,0
Poker Face,The Fame,Lady Gaga,2008-01-01,USUM70824409,"3,302",23.9,1285242562.0,"216,338","88,471,248",77.0,256379013.0,"2,156,909","265,724",129356785.0,"1,231,170,484",316,172.0,"287,903",268,98.0,"1,410,983",65.0,"283,521,080","769,916",,"8,551,662",,0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,2024-03-08,RUAGV2401222,"3,328",23.8,11170433.0,"2,065","364,180",61.0,35976070.0,"1,087,118",,5014.0,"35,066",,11.0,3,,2.0,"34,118",,,,,"428,081",,0
"Vigdiyan Heeran (From ""Honey 3.0"")",Honey 3.0,Yo Yo Honey Singh,2024-03-15,INZ031414584,"3,331",23.8,12044437.0,361,"1,194,858",,46011423.0,"1,888,358",,,,,,5,,,,8.0,,,,"64,035",,0
Que Hay Amor,Que Hay Amor,Cris Mj,2024-04-04,QM6MZ2424574,"3,322",23.8,30160112.0,"2,429","15,875,714",73.0,22379808.0,"224,346",,,,"24,278,649",2.0,2,,1.0,"103,424",1.0,"296,277",53,,"34,074",,0
Boogieman,Boogieman,EBK Jaaybo,2024-04-24,QZWA32200518,"3,321",23.8,21255642.0,"3,519","34,773,501",73.0,5828561.0,"86,906",,,,,8.0,1,4,3.0,"32,708",4.0,"173,780",826,,"125,336",,0
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,2023-05-02,FRX452361306,"3,338",23.8,7900402.0,"4,782","367,497",1.0,146296974.0,"819,226","258,850",16582173.0,"215,446,483","306,023,843",7.0,12,,,,,,,,"998,296",,0
Overcompensate (edit),Overcompensate,Twenty One Pilots,2024-02-29,USAT22401064,"3,339",23.8,12478109.0,"1,427","5,707,433",,19304985.0,"561,923",,,,"20,753,976",19.0,"27,143",3,8.0,"331,307",2.0,"1,028,710",166,,"179,749",,0
"Maa Nammakam Nuvve Jagan, Vol 1","Maa Nammakam Nuvve Jagan, Vol 1",Jagananna Connects,2024-03-04,TCAHZ2460573,"3,336",23.8,200302.0,12,597,,57962118.0,"45,667",,,,,,,,,,,,,,450,,0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,2020-05-19,QZES82074435,"3,320",23.8,312678365.0,"67,390","12,125,007",56.0,68518582.0,"1,252,622","1,540,013",271840657.0,"2,130,678,972","60,449",44.0,"34,306",,22.0,"34,948",12.0,"14,695,763","7,615","9,056,107","2,434,937",,0
Privileged Rappers,Her Loss,Drake,2022-11-04,USUG12208602,"3,330",23.8,167840439.0,"54,445","11,034,203",64.0,25641544.0,"341,459","11,619",6189301.0,"52,937,881","1,826,933",6.0,24,118,,,,"17,826,325","2,084",,"420,954",,0
Beautiful As You,Beautiful As You,Thomas Rhett,2024-05-10,QZRD92405047,"3,316",23.8,9327924.0,878,"21,394,629",72.0,875363.0,"15,615",,,,,14.0,"8,050",23,,,30.0,"4,571,242",391,,"41,301",,0
Umbrella,Good Girl Gone Bad,Rihanna,2007-01-01,USUM70736771,"3,340",23.8,1535595924.0,"236,327","123,654,318",77.0,1266946594.0,"7,227,133","14,079",13327525.0,"123,440,263","168,343,059",249.0,"262,819",139,108.0,"2,095,700",75.0,,,"12,036,328","166,195",,0
Candy,Candy,Doja Cat,2018-03-23,USRC11801164,"3,323",23.8,404872050.0,"55,578","17,796,199",72.0,89852977.0,"1,063,400","3,688,018",295279928.0,"3,235,980,364","4,134,052",18.0,970,,12.0,"139,821",5.0,"18,176,427","44,010","17,046,120","2,475,830",,0
All I Need,Javari,Tyler Antonius,2024-03-11,QZS8H2110965,"3,318",23.8,168663071.0,184,"114,412",,,,,,,,,,,,,,,,,"1,875,653",,0
Enough Is Enough,AUSTIN,Post Malone,2023-07-28,USUM72306021,"3,326",23.8,106740885.0,"16,395","7,898,986",66.0,4758436.0,"46,227","1,657",748350.0,"12,122,087","5,692,276",10.0,"48,065",407,19.0,"334,708",14.0,"26,114,309","1,897","401,556","432,706",,0
Baddies,Baddies - Single,Aitch,2024-06-06,QM6MZ2489483,"3,315",23.8,5698784.0,846,"15,037,150",67.0,,,,,,,21.0,221,,6.0,"2,866,896",36.0,,,"32,892","11,519",,0
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,2021-01-29,USUG12100193,"3,335",23.8,479276199.0,"61,386","12,336,155",60.0,228278348.0,"3,170,402","97,508",25648300.0,"303,099,826","53,842,839",95.0,"34,379",135,30.0,"592,380",58.0,"29,045,490","7,860",,"1,495,399",,0
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,2013-01-01,USCM51300136,"3,317",23.8,773746724.0,"52,272","8,515,549",27.0,121852617.0,"1,286,777","61,790",18974621.0,"123,125,094","3,396",20.0,,,,,1.0,"1,199,048,660","714,440",,,,0
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,2023-04-28,USE7D2300024,"3,327",23.8,173061521.0,"18,616","5,085,706",67.0,53668901.0,"343,308","143,900",22419288.0,"239,225,982","53,205,932",11.0,2,1,2.0,680,2.0,"23,293,442","2,938","958,109","604,065",,0
Rag Doll - Live,Greatest Hits (Deluxe),Aerosmith,2023-08-18,USUG12301903,"3,332",23.8,1598680.0,45,"1,624",,,,,,,,,,,,,,"153,520,210","28,829",,,,0
Moon,Donda,Kanye West,2021-08-29,USUM72116291,"3,329",23.8,300082779.0,"103,366","12,996,384",65.0,26665548.0,"457,381","35,728",30439067.0,"259,653,952","20,581",25.0,634,2,5.0,"3,899",10.0,"2,857,813","4,005",,"427,988",,0
Notion,Futureproof,The Rare Occasions,2016-08-05,USHM21617726,"3,325",23.8,597718233.0,"172,980","21,596,820",76.0,152225528.0,"2,379,610","427,031",256949531.0,"1,985,146,213",,11.0,432,57,11.0,"24,591",6.0,"6,377,646","15,398","23,761,659","3,504,438",,0
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,2021-08-13,USRC12102450,"3,333",23.8,142075177.0,"43,680","10,012,685",58.0,38137678.0,"322,681","71,600",3411107.0,"38,844,483","107,261,011",81.0,"120,200",,24.0,"772,263",52.0,"127,324,521","38,794",,"1,964,096",,0
Outskirts,Outskirts,Sam Hunt,2023-03-10,USUM72302885,"3,334",23.8,66067682.0,"7,457","9,164,334",65.0,7470172.0,"52,452",411,219581.0,"2,892,289",,24.0,"141,315",68,5.0,"879,876",12.0,"35,832,045","2,449","341,717","241,991",,0
X,X,Nicky Jam,2018-02-22,USSD11800024,"3,319",23.8,981323727.0,"120,261","29,116,272",73.0,87459823.0,"548,954","55,663",50590230.0,"371,899,059","1,571,205",110.0,"38,418",341,78.0,"1,105,005",52.0,"162,612,776","42,457","851,609","13,561,186",,0
Old Days,Old Days,Lil Durk,2024-02-23,USQX92400663,"3,337",23.8,9682984.0,"3,542","6,763,625",,14270016.0,"247,623",,,,"837,599,197",14.0,176,43,12.0,"159,423",18.0,"4,898,992",867,"2,295,111","96,017",,0
boyfriend (with Social House),boyfriend,Ariana Grande,2019-08-02,USUG11902591,"3,324",23.8,809537829.0,"72,598","26,362,809",71.0,372025118.0,"5,569,680","193,998",65714726.0,"449,615,555","205,238,924",60.0,"4,004",,24.0,"199,614",15.0,"54,140,317","23,831",,"2,626,276",,0
Girls Just Wanna Have Some,Girls Just Wanna Have Some,dreamsoda,2024-05-30,CA5KR2463646,"3,440",23.7,51035638.0,,,,,,,,,,,,,,,,,,,,,0
"10,000 Hours","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,USWB11902408,"3,364",23.7,1060667446.0,170,"110,712",15.0,,,"1,100,000",42020635.0,"381,934,707",,124.0,"259,442",,49.0,"158,029",6.0,"214,049,080","134,289",,"3,466,968",,0
As the World Caves In,As the World Caves In,Sarah Cothran,2021-06-10,QZHNB2115936,"3,358",23.7,285568439.0,"67,189","16,107,840",65.0,161956855.0,"3,891,055","312,854",290498191.0,"1,818,254,854","4,255,620",13.0,781,,2.0,"5,068",,"3,182,107","8,075",,"2,220,692",,0
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,2022-01-28,USA2P2201542,"3,362",23.7,94677649.0,"9,726","5,274,940",58.0,380478131.0,"958,443","28,439",2397842.0,"39,716,201","37,578,282",8.0,"3,860",17,1.0,"4,460",9.0,"13,220,770","2,256",,"405,976",,0
Neverender,Neverender,Justice,2024-04-25,FR8EU2300010,"3,359",23.7,18919068.0,"4,186","20,278,718",74.0,1025503.0,"18,910",,,,,24.0,"2,928",10,28.0,"2,030,635",107.0,"340,402",128,,"73,614",,0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2023-02-17,USRC12203634,"3,351",23.7,64851689.0,"10,684","6,385,271",57.0,26844412.0,"215,475","56,800",9759230.0,"127,114,832","5,768,557",52.0,"125,036","1,319",14.0,"226,409",26.0,"27,917,367","3,645",,"1,254,913",,0
Sunshine,Sunshine,Tyga,2022-08-12,USUYG1436663,"3,363",23.7,85785871.0,"28,868","3,335,711",60.0,12121852.0,"157,411",813,171609.0,"2,095,787",,9.0,"172,982",894,5.0,"45,439",16.0,"23,149,476","2,410",,"1,018,403",,0
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,2017-03-03,USUM71702120,"3,347",23.7,426104353.0,"47,827","17,515,452",68.0,1075650402.0,"4,140,985","7,160",2166168.0,"19,811,260","169,913,135",50.0,"2,239",,16.0,"100,201",20.0,"60,221,325","16,680",,"1,316,950",,0
Batï¿½ï¿½k ,Karï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Semicenk,2023-12-15,DGA0Q2317094,"3,360",23.7,56695409.0,"4,559","4,098,516",68.0,63800824.0,"219,647",,,,"289,637,676",3.0,"1,643",,2.0,"1,581,911",,,,,"239,217",,0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,2023-05-05,USUM72306548,"3,343",23.7,70418045.0,"19,968","17,088,080",60.0,39812848.0,"590,392","292,327",95802273.0,"767,711,351","82,291",13.0,"6,994","2,355",4.0,"45,507",,"18,424,276","9,562",,"519,634",,0
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2017-02-10,USUM71700560,"3,354",23.7,571538542.0,"59,626","15,052,991",64.0,798537539.0,"5,042,041","25,893",15112958.0,"68,206,300","195,190,281",100.0,"84,986",15,48.0,"173,715",24.0,"58,782,918","33,474",,"8,340,225",,0
Afterglow,#NAME?,Ed Sheeran,2020-01-01,GBAHS2001193,"3,345",23.7,461495506.0,"64,344","35,844,454",63.0,183828202.0,"2,212,191","224,600",65566122.0,"574,322,224","8,907,151",150.0,"231,033",81,51.0,"659,475",37.0,"20,459,070","7,837",,"4,121,636",,0
Kafamï¿½ï¿½n ï,Yine ï¿½ï¿½alï,Ebru Yaï¿½ï,2024-05-22,FRX762464095,"3,355",23.7,4177077.0,267,"3,686,411",63.0,10927692.0,"75,044",,,,,3.0,696,,2.0,"1,567,756",,101,,,"53,530",,0
Mr. Brightside,Hot Fuss,The Killers,2004-01-01,USIR20400274,"3,346",23.7,2174022106.0,"326,294","118,562,432",81.0,183968852.0,"1,687,112","95,566",41707356.0,"294,739,225","3,411,865",293.0,"210,197",217,117.0,"1,001,045",51.0,"782,100,080","350,688",,"8,538,303",,0
Promiscuous,Loose (Japan Version),Nelly Furtado,2006-01-01,USUM70603473,"3,348",23.7,1194124781.0,"235,618","114,628,125",78.0,810297837.0,"4,900,990","1,041,808",255818121.0,"1,795,501,997","1,078,272,185",164.0,"74,370",337,54.0,"595,457",52.0,"483,978,772","318,408","6,774,273","6,254,052",,0
Black Swan,Black Swan,BTS,2020-01-17,QM4TW2013921,"3,342",23.7,459923962.0,"28,314","17,354,782",64.0,603350721.0,"14,962,059","358,089",106610222.0,"535,835,122","128,964,343",23.0,1,1,9.0,"255,382",8.0,"2,581,189","10,811",,"1,357,648",,0
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,2022-05-27,USA2P2146867,"3,352",23.7,210513394.0,"16,039","9,403,249",67.0,270821476.0,"4,018,096","168,012",137124191.0,"797,795,448","200,554,634",11.0,"2,036",6,5.0,"41,405",16.0,"830,831",761,,"432,666",,0
i'm yours,i'm yours,Isabel LaRosa,2022-10-28,USRC12203917,"3,361",23.7,320296093.0,"42,685","19,725,874",76.0,27153913.0,"493,000","5,300",4801108.0,"38,533,990",,14.0,"1,032",14,17.0,"284,750",2.0,"1,803,985","1,625","3,922,370","343,605",,0
Sonchadi | Coke Studio Bharat,Sonchadi | Coke Studio Bharat,digV,2024-05-08,INUM72400400,"3,349",23.7,1315948.0,67,"879,894",60.0,19302655.0,"252,094",,,,,,,,,,3.0,,,,"7,198",,0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-21,USAT21102233,"3,344",23.7,1431126152.0,"79,665","12,101,555",65.0,192872269.0,"1,066,231","52,477",533633.0,"1,195,592",,26.0,"39,051",,4.0,"32,298",,"522,661,125","1,107,079",,"8,841,027",,0
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,2020-07-24,INA1I2000881,"3,357",23.7,22148259.0,"2,293","380,137",56.0,772008576.0,"3,498,265","2,543",40007.0,"477,115",,,,,,,,,,,"71,475",,0
Carta Aberta,Carta Aberta,MC Cabelinho,2023-11-27,BKLVW2300013,"3,341",23.7,52754470.0,"6,540","6,242,659",,70458259.0,"761,575",,143.0,"2,495","582,924,880",1.0,33,,11.0,"335,654",9.0,267,,,"98,302",,0
Spongebob,Spongebob,Dante9k,2020-01-28,QZFYZ2047242,"3,356",23.7,902103.0,800,"74,253",,,,"6,100,000",3607884570.0,"33,359,398,879",,,9,43,,,,"14,108",,,,,0
The Thrill,The Thrill,Wiz Khalifa,2020-11-11,USA2P2033760,"3,350",23.7,362756358.0,"123,477","16,148,100",72.0,28737121.0,"359,092","125,196",39650616.0,"374,299,600",,13.0,"1,160",,4.0,"1,227",7.0,"21,129,445","7,524",,"579,324",,0
Yana Yana,Yana Yana,Semicenk,2023-02-03,DGA082298936,"3,353",23.7,141236846.0,"15,605","2,248,819",65.0,167722502.0,"502,467","47,407",2261769.0,"60,945,277","7,986,595",7.0,"7,925",,1.0,"1,566,667",,,,,"275,879",,0
CIRCUS MAXIMUS,UTOPIA,Travis Scott,2023-07-28,USSM12305014,"3,366",23.6,90921914.0,"34,656","5,338,264",64.0,4568866.0,"49,813","1,115",253737.0,"1,606,512",,3.0,162,,3.0,"1,435",10.0,"215,446",247,,"81,523",,0
What is Love,What Is Love,TWICE,2018-04-09,US5TA1800038,"3,365",23.6,442941122.0,"37,463","7,860,589",67.0,885861488.0,"8,213,650","477,246",138993009.0,"995,480,226","50,891,052",21.0,"2,538",14,2.0,"33,570",,,,,"702,566",,0
SESSO E SAMBA (feat. Gaia),ICON,Tony Effe,2024-05-22,ITUM72400671,"3,376",23.6,16883730.0,865,"9,889,978",69.0,5016567.0,"51,272",,,,,19.0,"1,580",,1.0,"677,370",24.0,5,,,"84,620",,0
Pieces,Pieces,Danilo Stankovic,2020-09-17,QZAKB2006575,"3,367",23.6,5467217.0,"2,314","485,008",39.0,283023.0,"6,614","5,119,677",2672313847.0,"28,032,695,489","424,623",3.0,18,,,,9.0,,,,"167,985",,0
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,2023-11-15,BRUM72300667,"3,387",23.6,74934765.0,"4,740","12,977,480",,78522265.0,"428,766","1,463",57816.0,"1,292,457","347,089,830",8.0,86,,22.0,"1,917,238",3.0,"1,843",,,"37,487",,0
Glue Song,Glue Song - Single,beabadoobee,2023-02-15,GBK3W2302568,"3,379",23.6,209167955.0,"35,685","21,027,013",73.0,35239823.0,"777,957","149,730",51782327.0,"275,970,237","4,638,734",31.0,"6,565",877,5.0,"20,043",35.0,"294,510","1,313",,"186,915",,0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,2023-03-17,QM4TX2337349,"3,370",23.6,126698724.0,"18,316","17,687,961",70.0,59317671.0,"717,944","5,548",10658836.0,"102,518,739",,1.0,1,,,,5.0,,,"7,853,963","456,679",,0
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,2023-01-27,GBUM72205420,"3,386",23.6,146921991.0,"18,446","17,280,612",61.0,37582359.0,"438,887","17,397",15319975.0,"351,979,940","405,838,581",52.0,"117,393",63,22.0,"522,491",28.0,"803,647",663,"239,714","813,738",,0
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,2017-05-19,USLD91702518,"3,377",23.6,82539441.0,"6,224","1,056,938",45.0,622214179.0,"7,775,615","4,511,709",30197076.0,"137,325,098","146,516,351",2.0,6,,,,,"11,277,667","109,738",,"250,574",,0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,2023-08-29,DGA072377012,"3,378",23.6,43756807.0,"6,019","1,678,608",61.0,122496150.0,"488,640",,13562600.0,"143,782,439","34,456,773",10.0,"1,347",,,,,,,,"90,968",,0
Distraction,Distraction,Polo G,2022-06-03,USSM12204451,"3,383",23.6,103549505.0,"45,954","8,112,561",55.0,40937892.0,"673,845","10,162",2101769.0,"21,878,255","513,324,738",22.0,"3,795",35,7.0,"73,406",8.0,"6,567,553","1,983","13,099,010","177,908",,0
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,2023-01-13,KSA002300017,"3,372",23.6,218831350.0,"14,013","18,896,639",60.0,144395167.0,,"236,412",100972780.0,"595,970,672","6,017,263",9.0,"5,595",32,7.0,"478,895",12.0,"1,673,206",594,,"322,685",,0
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2023-02-23,USUM72222551,"3,369",23.6,114323355.0,"16,398","4,576,843",64.0,97148590.0,"542,833","388,748",27314002.0,"322,572,081",,10.0,"1,999",12,4.0,"117,154",,"9,369,281",697,,"352,127",,0
Bussin (with Rob49),Bussin (with Rob49),Moneybagg Yo,2024-03-29,USUM72403387,"3,368",23.6,8635035.0,"1,798","5,447,625",,10028217.0,"114,938",,,,"4,441,624",13.0,3,103,3.0,"1,339,895",18.0,"8,250,159","1,410","1,167,515","119,242",,0
back to the moon,a Gift & a Curse,Gunna,2023-06-16,USAT22306571,"3,373",23.6,65374827.0,"33,151","5,818,874",63.0,30059409.0,"305,484","8,010",1144996.0,"11,013,533","161,795,530",28.0,206,5,2.0,"71,278",6.0,"2,576,261","1,393",,"203,363",,0
FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,USJMT1500001,"3,374",23.6,1134470968.0,"131,102","42,604,016",72.0,571589993.0,"3,107,613",,2626.0,"5,272","226,680,849",93.0,"44,682",13,90.0,"481,520",13.0,"222,350,639","113,223",,"8,909,457",,0
Washing Machine Heart,Be the Cowboy,Mitski,2018-08-17,USJ5G1815012,"3,388",23.6,743015700.0,"133,098","31,345,611",77.0,177148832.0,"2,616,878","199,978",173568712.0,"1,004,422,009",330,14.0,647,250,,,29.0,"4,304,887","16,043","12,250,564","1,821,714",,0
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,2023-03-03,USKRS2374406,"3,371",23.6,53305.0,79,"1,893",8.0,260221988.0,"675,745",2,91.0,"3,074",,,13,,,,,911,,,,,0
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,QMFME2066843,"3,384",23.6,391087418.0,"53,386","13,266,439",66.0,367082304.0,"2,697,123","6,576",12303446.0,"88,351,589","3,881",16.0,10,,23.0,"26,018",2.0,"19,231,071","3,418",,"897,314",,0
Little Things,Little Things,Jorja Smith,2023-05-11,QM4TX2344810,"3,380",23.6,46615691.0,"29,693","4,972,570",54.0,6255853.0,"83,064","250,198",50398483.0,"758,814,572","55,794",44.0,"15,021",11,10.0,"48,863",12.0,"380,027",222,"985,463","591,008",,0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,2020-09-18,QM24S2006908,"3,382",23.6,390893607.0,"109,900","16,744,963",66.0,94620680.0,"974,740","29,802",58116176.0,"368,523,039","1,642,953",32.0,"1,122",6,3.0,"8,243",6.0,"12,496,672","4,523","3,841,582","927,120",,0
Mil Preguntas,Mil Preguntas,Q' Lokura,2024-04-11,QM6MZ2414114,"3,385",23.6,11700613.0,954,"5,000,862",67.0,27516261.0,"109,140",,,,,1.0,88,,6.0,"287,421",,,,,"15,738",,0
La ï¿½ï¿½ltima Vez (Yo Te Per,La ï¿½ï¿½ltima Vez (Yo Te Perdï¿½ï¿½) ,,2024-05-02,MX2832415361,"3,381",23.6,,,,,,,,,,,,,,,,,,,,"1,606,561",,0
Girls Need Love (with Drake) - Remix,Last Day Of Summer,Summer Walker,2018-10-19,USUM71903117,"3,375",23.6,625999943.0,"100,418","27,719,646",73.0,,,"356,553",51219101.0,"415,561,032",,50.0,508,18,16.0,"107,447",7.0,"123,803,373","45,985","28,120,837","3,138,768",,0
Ball If I Want To,Ball If I Want To,DaBaby,2021-06-18,USUM72109804,"3,418",23.5,216934691.0,"65,171","14,450,198",60.0,70627607.0,"1,101,053","245,749",133687791.0,"1,016,363,322","41,724,867",33.0,"8,865",94,15.0,"117,489",12.0,"46,773,968","16,072","8,702,695","603,507",,0
